team_name,fg,fga,fg3,fg3a,fg2,fg2a,ft,fta,ft_pct,orb,drb,trb,ast,stl,blk,tov,pf,pts
Houston Rockets,40.6,86.8,14.7,39.9,26.0,47.0,18.5,24.4,.761,10.8,33.3,44.1,25.6,8.3,4.6,15.5,19.8,114.5
Golden State Warriors,43.6,87.4,11.9,31.0,31.7,56.4,18.4,23.4,.785,9.1,36.2,45.3,31.2,9.4,6.2,15.3,19.3,117.6
Los Angeles Lakers,38.5,86.4,9.1,26.0,29.3,60.5,18.0,23.6,.762,11.6,32.1,43.7,20.7,7.8,3.6,15.3,20.5,104.1
Los Angeles Clippers,39.4,84.1,10.2,27.2,29.2,57.0,19.0,25.2,.754,9.5,34.3,43.8,22.6,7.7,4.8,13.1,20.5,108.0
Portland Trail Blazers,39.3,86.6,10.2,28.5,29.1,58.1,18.7,23.8,.783,9.7,32.8,42.6,22.2,7.1,5.2,13.8,21.8,107.5
New York Knicks,39.9,88.9,9.1,25.1,30.7,63.8,16.7,21.3,.787,12.2,33.5,45.8,21.6,7.1,5.7,14.3,20.7,105.6
Toronto Raptors,39.9,85.6,9.3,24.5,30.6,61.1,21.0,25.8,.813,10.9,31.5,42.5,19.0,9.1,5.0,11.9,20.9,110.0
Oklahoma City Thunder,39.4,86.2,8.4,25.9,31.0,60.3,19.0,25.5,.742,11.2,34.1,45.3,21.4,7.7,5.2,15.0,20.6,106.1
San Antonio Spurs,40.0,83.0,9.3,22.5,30.7,60.5,18.4,22.4,.819,9.4,33.6,43.0,24.4,8.0,5.7,12.9,18.4,107.7
Charlotte Hornets,37.8,85.7,9.6,27.0,28.2,58.7,20.0,25.2,.794,9.4,36.1,45.5,23.4,6.7,5.1,12.0,16.9,105.2
Denver Nuggets,40.5,87.6,9.8,27.1,30.7,60.5,19.1,25.3,.757,12.2,34.3,46.6,24.1,6.7,4.1,15.5,20.3,109.8
Cleveland Cavaliers,38.9,85.6,12.8,33.4,26.0,52.2,19.0,25.1,.758,10.2,33.7,43.9,21.7,7.4,3.9,13.9,18.1,109.6
Washington Wizards,40.6,86.1,8.5,23.3,32.1,62.8,16.4,20.9,.785,10.2,32.4,42.6,23.2,8.6,3.9,14.4,21.3,106.2
Phoenix Suns,39.2,87.5,8.0,23.3,31.1,64.2,19.7,25.2,.781,12.0,33.0,45.0,18.3,8.5,4.3,15.9,24.9,106.1
Brooklyn Nets,37.9,85.8,11.2,32.9,26.7,52.9,18.8,23.8,.790,8.8,35.1,43.9,21.3,7.3,4.6,17.0,20.8,105.8
New Orleans Pelicans,38.5,87.4,9.5,26.7,29.0,60.8,16.9,22.4,.751,8.7,35.7,44.4,22.8,7.6,6.0,12.6,18.4,103.3
Indiana Pacers,39.3,85.1,8.3,22.7,31.0,62.4,18.5,22.7,.814,8.5,33.4,41.8,22.4,8.7,5.4,14.3,19.3,105.4
Atlanta Hawks,38.6,84.9,8.8,25.8,29.8,59.2,16.8,23.3,.723,10.4,33.2,43.6,24.1,8.6,5.0,15.3,17.8,103.0
Detroit Pistons,39.3,86.7,8.0,23.1,31.3,63.6,14.0,19.0,.738,9.9,34.0,44.0,21.3,7.2,3.8,12.2,18.5,100.6
Milwaukee Bucks,39.6,83.5,8.6,23.2,31.0,60.3,17.3,22.6,.763,9.5,32.8,42.3,24.8,8.2,5.4,13.9,19.9,105.0
Boston Celtics,38.9,86.1,12.0,32.6,26.9,53.5,17.5,21.5,.813,9.4,31.7,41.2,25.0,7.5,4.6,12.6,20.3,107.3
Orlando Magic,38.3,86.8,8.9,26.5,29.4,60.3,14.5,20.2,.717,9.9,33.1,43.0,22.3,6.8,5.3,13.1,18.6,99.9
Memphis Grizzlies,36.0,84.6,9.0,26.2,27.0,58.5,18.5,23.8,.780,10.9,32.8,43.7,20.7,8.6,4.6,13.1,23.8,99.7
Utah Jazz,36.3,78.1,9.5,26.0,26.8,52.1,17.5,23.5,.747,8.8,34.0,42.8,19.4,6.6,5.0,13.7,19.1,99.6
Chicago Bulls,37.6,86.7,6.4,20.4,31.2,66.3,19.6,24.4,.805,13.5,33.9,47.4,20.9,7.7,5.1,13.6,17.6,101.2
Minnesota Timberwolves,38.4,83.5,7.8,22.4,30.6,61.2,18.7,23.8,.787,11.6,31.2,42.8,22.9,7.5,4.7,14.9,20.7,103.3
Sacramento Kings,37.2,82.1,8.8,24.8,28.3,57.4,19.3,24.8,.780,9.3,31.4,40.7,21.9,8.1,4.1,14.2,20.5,102.5
Miami Heat,37.8,85.5,8.8,25.7,29.0,59.8,14.5,21.5,.674,10.5,33.6,44.1,21.0,6.8,5.4,13.2,20.5,98.9
Dallas Mavericks,35.8,82.1,10.8,30.3,25.0,51.8,14.1,17.7,.797,8.3,29.9,38.2,20.2,7.6,3.8,12.2,19.3,96.6
Philadelphia 76ers,36.4,84.1,10.5,29.9,25.8,54.2,15.8,20.9,.753,9.7,33.9,43.6,22.8,7.8,5.8,17.1,21.7,99.0
