team_name,opp_fg,opp_fga,opp_fg3,opp_fg3a,opp_fg2,opp_fg2a,opp_ft,opp_fta,opp_ft_pct,opp_orb,opp_drb,opp_trb,opp_ast,opp_stl,opp_blk,opp_tov,opp_pf,opp_pts
Cleveland Cavaliers,39.4,89.5,9.9,28.4,29.5,61.1,13.9,18.4,.752,10.6,32.3,42.9,22.3,6.4,5.3,12.6,21.6,102.4
Milwaukee Bucks,36.9,84.6,9.1,28.8,27.7,55.8,19.9,24.7,.806,10.8,33.6,44.4,23.2,8.5,5.4,14.5,19.8,102.8
Dallas Mavericks,36.6,79.2,11.3,27.5,25.3,51.7,17.2,22.7,.757,8.3,37.0,45.3,21.5,7.4,3.5,16.3,20.3,101.7
Miami Heat,35.9,83.8,7.3,21.3,28.6,62.4,18.3,22.6,.812,10.8,34.8,45.6,19.0,6.6,5.8,13.8,18.6,97.4
Atlanta Hawks,37.6,87.0,8.8,27.1,28.8,59.9,14.4,18.8,.770,9.9,32.4,42.3,21.1,10.9,5.0,16.8,21.8,98.5
Washington Wizards,38.7,83.4,10.6,27.3,28.1,56.1,17.1,23.7,.724,10.4,33.0,43.4,22.5,7.7,4.7,15.5,20.7,105.1
Orlando Magic,38.1,85.8,7.8,23.5,30.3,62.3,14.6,19.4,.755,10.0,34.9,44.9,21.3,7.5,6.0,12.5,18.9,98.6
Utah Jazz,34.7,82.1,7.8,22.5,26.9,59.6,15.6,21.1,.738,9.1,32.8,41.9,18.0,6.5,4.4,11.8,19.7,92.8
Chicago Bulls,38.2,86.9,9.2,25.3,29.0,61.6,13.4,17.8,.754,10.9,32.1,43.0,23.0,7.3,5.2,13.1,19.6,99.0
Memphis Grizzlies,34.0,77.9,8.9,26.4,25.1,51.5,19.9,27.1,.737,7.9,33.2,41.1,19.2,7.6,5.9,14.9,22.5,96.9
Charlotte Hornets,39.1,89.1,10.9,31.1,28.2,57.9,14.4,18.5,.777,9.4,36.8,46.1,23.8,6.9,5.8,13.4,21.8,103.4
Boston Celtics,37.8,86.3,9.0,26.3,28.8,60.0,18.9,24.6,.768,12.0,34.6,46.6,22.0,7.3,5.8,14.3,19.0,103.4
Minnesota Timberwolves,37.6,80.1,8.5,25.1,29.1,55.0,19.8,25.4,.776,8.9,32.1,41.1,20.4,8.1,5.6,15.9,21.2,103.5
Los Angeles Clippers,35.7,82.8,8.6,23.1,27.1,59.7,17.8,22.4,.795,9.8,32.5,42.4,19.9,6.7,3.0,15.8,24.9,97.8
San Antonio Spurs,37.1,82.4,8.9,25.9,28.2,56.4,15.5,20.6,.752,9.1,32.2,41.4,21.6,7.2,4.1,13.8,20.3,98.6
Toronto Raptors,37.8,81.9,9.7,27.8,28.1,54.1,19.7,25.4,.776,9.9,33.3,43.3,22.7,5.9,4.8,15.6,20.8,104.9
Houston Rockets,38.9,84.7,9.5,25.5,29.4,59.2,17.7,22.2,.797,9.4,30.5,39.9,21.4,9.2,5.2,14.0,18.1,104.9
Sacramento Kings,37.4,80.9,10.0,27.9,27.4,53.0,20.8,27.5,.755,9.6,32.0,41.6,23.2,7.9,5.9,13.7,22.2,105.5
New York Knicks,38.4,85.2,9.1,25.8,29.3,59.4,20.3,26.8,.759,11.5,33.3,44.8,20.4,7.6,4.6,13.8,18.1,106.3
Brooklyn Nets,43.1,91.3,10.5,28.7,32.7,62.7,16.7,21.6,.775,11.1,37.1,48.2,25.0,10.3,5.3,14.8,21.3,113.5
Philadelphia 76ers,40.9,89.8,8.9,26.2,32.0,63.6,16.2,22.6,.717,11.4,35.3,46.8,22.8,9.3,6.0,13.7,19.7,106.8
Denver Nuggets,41.3,89.1,7.8,23.4,33.5,65.8,18.3,24.1,.759,9.1,33.2,42.3,23.2,8.8,5.6,12.2,23.5,108.6
Detroit Pistons,36.3,83.6,8.3,24.2,27.9,59.3,16.2,21.0,.770,10.2,34.9,45.1,21.3,6.3,4.9,13.1,17.2,97.1
Golden State Warriors,39.1,90.3,8.9,26.5,30.2,63.8,18.1,23.3,.775,11.9,31.5,43.4,22.4,8.6,3.2,14.6,20.2,105.2
New Orleans Pelicans,39.6,90.0,10.2,28.8,29.4,61.2,17.4,21.8,.800,9.9,38.1,48.0,24.5,7.7,4.2,14.3,20.4,106.8
Indiana Pacers,39.5,87.9,10.0,29.8,29.5,58.1,18.2,23.2,.787,11.9,35.9,47.8,23.2,8.4,5.8,16.8,19.9,107.2
Oklahoma City Thunder,39.7,87.8,8.9,25.8,30.7,62.0,17.1,23.1,.742,9.7,32.2,41.9,21.3,8.5,5.4,14.8,19.4,105.4
Phoenix Suns,39.8,87.8,9.5,25.3,30.3,62.5,22.5,29.1,.774,9.6,35.4,44.9,22.8,8.2,6.5,15.7,22.2,111.7
Los Angeles Lakers,42.0,86.3,9.5,27.1,32.5,59.2,18.4,24.5,.750,9.6,33.1,42.7,26.1,9.3,4.7,15.1,18.9,111.9
Portland Trail Blazers,40.7,89.5,9.5,26.3,31.2,63.2,22.0,28.0,.786,11.3,35.7,47.1,20.9,7.8,5.1,12.7,20.1,112.8
