team_name,fg,fga,fg3,fg3a,fg2,fg2a,ft,fta,ft_pct,orb,drb,trb,ast,stl,blk,tov,pf,pts
Houston Rockets,40.6,86.8,14.7,39.9,26.0,47.0,18.5,24.4,.761,10.8,33.3,44.1,25.6,8.3,4.6,15.5,19.8,114.5
Golden State Warriors,43.6,87.4,11.9,31.0,31.7,56.4,18.4,23.4,.785,9.1,36.2,45.3,31.2,9.4,6.2,15.3,19.3,117.6
Los Angeles Clippers,39.3,83.9,10.4,27.3,28.9,56.5,19.1,25.5,.750,9.5,34.3,43.8,22.4,7.6,4.7,13.2,20.5,108.0
Los Angeles Lakers,38.5,86.4,9.1,26.0,29.3,60.5,18.0,23.6,.762,11.6,32.1,43.7,20.7,7.8,3.6,15.3,20.5,104.1
Toronto Raptors,39.8,85.6,9.2,24.5,30.6,61.1,21.0,25.8,.814,10.9,31.6,42.6,18.8,9.1,5.0,12.0,21.0,110.0
Portland Trail Blazers,39.3,86.6,10.2,28.5,29.1,58.1,18.7,23.8,.783,9.7,32.8,42.6,22.2,7.1,5.2,13.8,21.8,107.5
New York Knicks,39.9,88.9,9.1,25.1,30.7,63.8,16.7,21.3,.787,12.2,33.5,45.8,21.6,7.1,5.7,14.3,20.7,105.6
San Antonio Spurs,40.0,83.0,9.3,22.5,30.7,60.5,18.5,22.7,.817,9.3,33.5,42.8,24.3,7.9,5.7,12.9,18.4,107.7
Denver Nuggets,40.3,87.3,9.8,27.0,30.6,60.3,19.2,25.4,.757,12.1,34.4,46.5,24.2,6.7,4.2,15.4,20.2,109.7
Washington Wizards,40.8,86.0,8.5,23.2,32.3,62.8,16.4,20.9,.786,10.1,32.5,42.6,23.2,8.5,3.9,14.4,21.3,106.6
Phoenix Suns,39.2,87.5,8.0,23.2,31.1,64.2,19.8,25.3,.783,12.0,33.0,45.0,18.3,8.4,4.3,15.9,24.8,106.2
Oklahoma City Thunder,39.4,86.2,8.4,25.9,31.0,60.3,19.0,25.5,.742,11.2,34.1,45.3,21.4,7.7,5.2,15.0,20.6,106.1
Charlotte Hornets,37.8,85.7,9.6,27.0,28.2,58.7,20.0,25.2,.794,9.4,36.1,45.5,23.4,6.7,5.1,12.0,16.9,105.2
Boston Celtics,38.9,86.0,12.0,32.6,26.9,53.5,17.6,21.6,.816,9.4,31.6,41.0,25.0,7.5,4.5,12.6,20.3,107.3
Cleveland Cavaliers,38.9,85.6,12.8,33.4,26.0,52.2,19.0,25.1,.758,10.2,33.7,43.9,21.7,7.4,3.9,13.9,18.1,109.6
Orlando Magic,38.2,86.7,8.8,26.4,29.4,60.3,14.5,20.2,.718,10.0,33.1,43.1,22.2,6.8,5.3,13.2,18.6,99.7
Utah Jazz,36.3,78.2,9.4,25.9,26.8,52.3,17.5,23.4,.748,8.8,34.0,42.8,19.4,6.6,5.0,13.7,19.1,99.4
Minnesota Timberwolves,38.5,83.6,7.8,22.2,30.8,61.3,18.7,23.8,.786,11.6,31.2,42.8,22.9,7.6,4.6,14.9,20.7,103.5
Chicago Bulls,37.5,86.5,6.4,20.4,31.1,66.1,19.7,24.5,.804,13.4,34.0,47.4,20.7,7.8,5.1,13.6,17.6,101.2
Brooklyn Nets,37.9,85.8,11.2,32.9,26.7,52.9,18.8,23.8,.790,8.8,35.1,43.9,21.3,7.3,4.6,17.0,20.8,105.8
New Orleans Pelicans,38.5,87.4,9.5,26.7,29.0,60.8,16.9,22.4,.751,8.7,35.7,44.4,22.8,7.6,6.0,12.6,18.4,103.3
Indiana Pacers,39.3,85.1,8.3,22.7,31.0,62.4,18.5,22.7,.814,8.5,33.4,41.8,22.4,8.7,5.4,14.3,19.3,105.4
Atlanta Hawks,38.6,84.9,8.8,25.8,29.8,59.2,16.8,23.3,.723,10.4,33.2,43.6,24.1,8.6,5.0,15.3,17.8,103.0
Detroit Pistons,39.3,86.7,8.0,23.1,31.3,63.6,14.0,19.0,.738,9.9,34.0,44.0,21.3,7.2,3.8,12.2,18.5,100.6
Milwaukee Bucks,39.6,83.5,8.6,23.2,31.0,60.3,17.3,22.6,.763,9.5,32.8,42.3,24.8,8.2,5.4,13.9,19.9,105.0
Memphis Grizzlies,36.0,84.6,9.0,26.2,27.0,58.5,18.5,23.8,.780,10.9,32.8,43.7,20.7,8.6,4.6,13.1,23.8,99.7
Sacramento Kings,37.2,82.1,8.8,24.8,28.3,57.4,19.3,24.8,.780,9.3,31.4,40.7,21.9,8.1,4.1,14.2,20.5,102.5
Miami Heat,37.8,85.5,8.8,25.7,29.0,59.8,14.5,21.5,.674,10.5,33.6,44.1,21.0,6.8,5.4,13.2,20.5,98.9
Philadelphia 76ers,36.6,84.3,10.5,29.9,26.0,54.4,15.9,21.0,.758,9.7,33.8,43.5,23.1,7.8,5.8,16.9,21.8,99.5
Dallas Mavericks,35.8,82.1,10.8,30.3,25.0,51.8,14.1,17.7,.797,8.3,29.9,38.2,20.2,7.6,3.8,12.2,19.3,96.6
