team_name,fg_pct,avg_dist,fg2a_pct_fga,pct_fga_00_03,pct_fga_03_10,pct_fga_10_16,pct_fga_16_xx,fg3a_pct_fga,fg2_pct,fg_pct_00_03,fg_pct_03_10,fg_pct_10_16,fg_pct_16_xx,fg3_pct,fg2_pct_ast,pct_fg2_dunk,fg2_dunk,pct_fg2_layup,fg2_layup,fg3_pct_ast,pct_fg3a_corner,fg3_pct_corner,fg3a_heave,fg3_heave
Atlanta Hawks,.454,13.0,.695,.322,.120,.096,.157,.305,.501,.627,.349,.391,.423,.347,.544,.052,198,.279,643,.896,.230,.427,6,0
Boston Celtics,.455,14.1,.620,.297,.132,.073,.117,.380,.508,.629,.382,.416,.403,.368,.562,.030,112,.279,661,.845,.218,.457,11,0
Brooklyn Nets,.443,13.3,.618,.305,.178,.069,.068,.382,.505,.601,.445,.391,.344,.343,.440,.031,111,.303,683,.845,.225,.353,8,0
Chicago Bulls,.436,12.5,.766,.285,.173,.126,.182,.234,.472,.575,.463,.390,.375,.318,.490,.037,140,.263,596,.857,.260,.407,6,0
Charlotte Hornets,.441,13.5,.681,.294,.141,.097,.150,.319,.482,.609,.389,.398,.374,.355,.561,.035,136,.264,612,.785,.144,.381,9,0
Cleveland Cavaliers,.456,14.2,.610,.288,.118,.099,.106,.390,.504,.645,.310,.426,.408,.382,.432,.051,187,.243,549,.823,.292,.421,5,0
Dallas Mavericks,.438,15.3,.633,.202,.126,.121,.184,.367,.485,.631,.434,.447,.388,.356,.442,.035,121,.169,373,.830,.196,.396,7,0
Denver Nuggets,.463,12.6,.691,.327,.166,.082,.117,.309,.509,.619,.434,.384,.397,.361,.510,.050,180,.283,633,.875,.200,.367,11,0
Detroit Pistons,.455,13.0,.736,.247,.196,.137,.156,.264,.494,.643,.400,.455,.409,.344,.458,.042,157,.208,499,.843,.219,.404,19,1
Golden State Warriors,.501,14.2,.645,.296,.106,.114,.131,.355,.564,.693,.448,.453,.462,.386,.663,.069,277,.235,600,.834,.203,.389,21,1
Houston Rockets,.468,14.4,.543,.313,.132,.042,.056,.457,.553,.676,.393,.366,.396,.366,.548,.074,292,.265,711,.783,.204,.399,11,0
Indiana Pacers,.465,13.4,.733,.239,.190,.111,.193,.267,.501,.621,.479,.417,.423,.367,.495,.036,127,.233,541,.844,.246,.401,12,1
Los Angeles Clippers,.468,14.2,.674,.274,.118,.086,.197,.326,.510,.649,.381,.422,.431,.381,.499,.064,229,.225,517,.780,.209,.405,9,0
Los Angeles Lakers,.444,12.9,.702,.280,.186,.109,.127,.298,.483,.632,.371,.389,.396,.352,.452,.052,202,.235,575,.797,.215,.381,9,1
Memphis Grizzlies,.429,13.4,.691,.282,.164,.095,.149,.309,.465,.568,.423,.389,.363,.349,.477,.028,101,.266,584,.834,.191,.422,18,0
Miami Heat,.445,13.0,.700,.293,.166,.093,.148,.300,.485,.614,.390,.381,.404,.351,.448,.050,189,.245,546,.896,.318,.401,9,0
Milwaukee Bucks,.471,11.5,.722,.371,.171,.074,.107,.278,.511,.634,.387,.359,.390,.367,.544,.077,277,.293,641,.918,.278,.380,7,0
Minnesota Timberwolves,.462,12.7,.734,.298,.161,.094,.182,.266,.502,.624,.441,.397,.408,.352,.532,.055,205,.245,535,.851,.254,.410,5,0
New Orleans Pelicans,.442,13.4,.694,.282,.160,.101,.149,.306,.479,.599,.406,.390,.389,.358,.519,.043,169,.249,568,.822,.203,.385,5,0
New York Knicks,.447,13.4,.715,.291,.120,.131,.172,.285,.481,.592,.360,.431,.416,.361,.453,.041,166,.255,596,.835,.224,.457,19,0
Oklahoma City Thunder,.456,12.1,.701,.349,.142,.104,.106,.299,.512,.627,.406,.412,.372,.325,.469,.062,232,.288,675,.804,.267,.356,12,1
Orlando Magic,.442,13.6,.696,.257,.169,.113,.158,.304,.488,.624,.417,.441,.375,.337,.496,.037,146,.226,543,.882,.178,.301,15,0
Philadelphia 76ers,.438,13.7,.648,.283,.150,.101,.115,.352,.483,.639,.362,.364,.366,.356,.541,.039,137,.253,574,.870,.158,.423,6,0
Phoenix Suns,.450,12.6,.735,.315,.145,.115,.159,.265,.487,.621,.403,.373,.383,.346,.381,.053,196,.268,624,.804,.293,.319,14,0
Portland Trail Blazers,.456,13.7,.673,.282,.142,.097,.153,.327,.502,.607,.419,.427,.436,.360,.475,.047,184,.237,551,.814,.206,.364,12,0
Sacramento Kings,.455,13.0,.696,.283,.186,.077,.149,.304,.495,.636,.416,.393,.383,.361,.499,.045,156,.276,613,.889,.245,.396,13,0
San Antonio Spurs,.479,13.4,.727,.252,.165,.112,.200,.273,.505,.645,.418,.407,.451,.411,.525,.047,161,.215,491,.886,.278,.436,9,0
Toronto Raptors,.464,13.3,.710,.256,.182,.119,.154,.290,.500,.621,.452,.428,.410,.375,.374,.043,163,.229,519,.790,.251,.378,8,1
Utah Jazz,.462,13.4,.668,.284,.151,.102,.131,.332,.512,.655,.430,.444,.353,.362,.443,.063,220,.226,504,.791,.248,.365,9,1
Washington Wizards,.475,13.1,.729,.290,.143,.113,.183,.271,.514,.631,.438,.443,.430,.371,.496,.041,152,.257,612,.845,.268,.333,7,0
